iter	TotalF1	Logloss
881	0.9655401023	0.09262352072
882	0.9655472241	0.09260217584
883	0.9655511095	0.09258657805
884	0.9655649535	0.09257580231
885	0.965568468	0.09256937093
886	0.9655792892	0.09256309808
887	0.9655767301	0.0925589002
888	0.9655875514	0.09254957024
889	0.9655797523	0.09253663303
890	0.965588292	0.0925225921
891	0.9655955985	0.09250827874
892	0.9655931022	0.09249387974
893	0.9656039227	0.09248574602
894	0.9656099957	0.09248255666
895	0.965626519	0.09245715923
896	0.9656347808	0.09244925353
897	0.9656277521	0.09242943152
898	0.9656486214	0.09240843304
899	0.9656502239	0.0923990743
900	0.9656554329	0.09238727978
901	0.9656615054	0.0923705482
902	0.9656803094	0.09235793417
903	0.9656896192	0.09234791665
904	0.9656894347	0.09233998402
905	0.9656894347	0.09233997839
906	0.9657031812	0.09233641765
907	0.9657031812	0.09233641441
908	0.9657016717	0.09231805958
909	0.9656994825	0.09231470614
910	0.9656899882	0.09230948479
911	0.9656899882	0.09230947569
912	0.965688076	0.0922974809
913	0.9656965217	0.09228952027
914	0.9656890321	0.0922838388
915	0.9656885708	0.09227966717
916	0.965715821	0.09226841364
917	0.965734994	0.09225805683
918	0.9657389689	0.09225239019
919	0.9657398333	0.09223923806
920	0.9657453173	0.09222872587
921	0.9657527141	0.09220706151
922	0.9657579574	0.09219264983
923	0.9657614716	0.09219186272
924	0.9657566325	0.09218367179
925	0.9657762651	0.09215936135
926	0.9657790986	0.09215603928
927	0.9657791906	0.09213391675
928	0.9657827048	0.09212724863
929	0.9657942963	0.09211573449
930	0.9657972215	0.09210157857
931	0.9658037527	0.09208483871
932	0.9658115162	0.09207951213
933	0.9658060342	0.09206606439
934	0.9658122894	0.09205552324
935	0.9658186746	0.09203324237
936	0.9658535945	0.09200375515
937	0.96585168	0.09199852322
938	0.9658621309	0.09198471635
939	0.9658621309	0.09198470076
940	0.9658565186	0.09198077791
941	0.9658533715	0.09197354486
942	0.9658767382	0.09193566149
943	0.9658698932	0.09193236793
944	0.9658734074	0.09192917013
945	0.9658699849	0.091907814
946	0.9658842251	0.0918840044
947	0.9658854576	0.09188396897
948	0.9658854576	0.09188393958
949	0.9658896134	0.09187584372
950	0.9659107484	0.09185586137
951	0.9659133048	0.09185063567
952	0.9659080087	0.09181837432
953	0.9659102904	0.09181116372
954	0.9659083751	0.09179554463
955	0.9659137129	0.09178419435
956	0.9659352555	0.09177392887
957	0.9659321075	0.09176966992
958	0.9659427414	0.09175064494
959	0.9659449316	0.09174186315
960	0.9659625939	0.09173588075
961	0.9659573467	0.09171810703
962	0.9659759668	0.09170114936
963	0.9659819456	0.09169345209
964	0.9659948614	0.09169059955
965	0.9660135735	0.0916670586
966	0.9660288628	0.09165765717
967	0.9660002921	0.09165282911
968	0.9659978274	0.09161471658
969	0.9660047646	0.09160546462
970	0.9660070466	0.09159878741
971	0.9660199628	0.09158499301
972	0.9660272654	0.09157370064
973	0.9660382647	0.09156396311
974	0.9660362564	0.09155611535
975	0.9660389947	0.09153697118
976	0.9660426914	0.09151934911
977	0.9660352979	0.09151168693
978	0.9660448822	0.09149984785
979	0.9660283608	0.09148997564
980	0.9660315099	0.09148190723
981	0.9660658766	0.09146998894
982	0.9660721288	0.09145619093
983	0.9660834483	0.09144735212
984	0.9660731787	0.09143453847
985	0.9660771487	0.09142796427
986	0.9660816218	0.09141298624
987	0.9660852272	0.09140410867
988	0.9660758726	0.09139258372
989	0.9660866892	0.09138264781
990	0.9660964558	0.09136861644
991	0.966081075	0.09135939312
992	0.9661027077	0.09134671959
993	0.9660941736	0.09133849867
994	0.9661034845	0.09133808284
995	0.9661023434	0.09133807318
996	0.9661023434	0.0913379746
997	0.9661249352	0.09132928421
998	0.9661341971	0.09130022603
999	0.9661484364	0.09127765994
